Country,Region,Happiness.Score,Log.GDP,Social.support,Life.Expectancy,Freedom.Choices,Generosity,Perceptions.Corruption
Namibia,Middle East and Africa,4.57110023498535,9.20314121246338,0.846880972385406,56.5014877319336,0.76752096414566,-0.185306459665298,0.85144978761673
Ukraine,Commonwealth of Independent States,4.56069993972778,9.01069068908691,0.878879368305206,64.6067810058594,0.663081884384155,-0.0309337060898542,0.920636713504791
Liberia,Middle East and Africa,4.55789995193481,7.05438041687012,0.709280550479889,56.0963134765625,0.735268712043762,0.0422732196748257,0.856375932693481
Palestinian Territories,Middle East and Africa,4.55280017852783,8.38922309875488,0.825295925140381,62.25,0.645791828632355,-0.162079095840454,0.824199974536896
Uganda,Middle East and Africa,4.43200016021729,7.50038957595825,0.764994621276855,55.7082023620605,0.731713950634003,0.0994874313473701,0.836737811565399
Chad,Middle East and Africa,4.42269992828369,7.46796369552612,0.632388055324554,48.2205390930176,0.587305247783661,0.0178347192704678,0.80276083946228
Tunisia,Middle East and Africa,4.39219999313354,9.31497287750244,0.688718557357788,66.8978576660156,0.593361556529999,-0.21641381084919,0.867590248584747
Mauritania,Middle East and Africa,4.37459993362427,8.23391914367676,0.790819227695465,57.0101776123047,0.551522552967072,-0.106008142232895,0.746223509311676
Sri Lanka,Southern and Eastern Asia,4.3270001411438,9.38996982574463,0.825374066829681,67.200065612793,0.837633669376373,0.0811296179890633,0.859001755714417
Congo (Kinshasa),Middle East and Africa,4.31099987030029,6.69425630569458,0.672159016132355,52.9000015258789,0.700793564319611,0.0836376547813416,0.809403598308563
Swaziland,Middle East and Africa,4.30810022354126,9.16267395019531,0.770290195941925,51.1882362365723,0.646822273731232,-0.199201419949532,0.708263337612152
Myanmar,Southern and Eastern Asia,4.30800008773804,8.68048191070557,0.784407019615173,58.9617118835449,0.89507520198822,0.560663998126984,0.645124316215515
Comoros,Middle East and Africa,4.28859996795654,7.83363008499146,0.625662446022034,57.3490104675293,0.547612607479095,0.090008407831192,0.780622601509094
Togo,Middle East and Africa,4.18720006942749,7.35771131515503,0.551312625408173,54.719898223877,0.649828612804413,0.00266787456348538,0.757733464241028
Ethiopia,Middle East and Africa,4.18620014190674,7.50938558578491,0.74330735206604,58.639591217041,0.740795195102692,0.0433773323893547,0.753690004348755
Madagascar,Middle East and Africa,4.16559982299805,7.2816858291626,0.668195903301239,59.1054267883301,0.557574093341827,-0.0118236392736435,0.817485630512238
Egypt,Middle East and Africa,4.15140008926392,9.31654167175293,0.735447824001312,61.7801513671875,0.70835417509079,-0.19687831401825,0.787726879119873
